328,1,5,20
329,1,4,0
330,0,3,0
331,1,3,9
332,1,2,8
333,1,4,12
334,1,3,13
335,1,4,5
336,1,2,16
337,1,3,15
338,0,3,13
339,1,3,17
340,1,4,3
341,0,1,8
342,0,2,12
343,1,4,3
344,0,3,13
345,0,2,13
346,1,3,12
347,1,1,8
348,0,2,8
349,1,6,11
350,1,3,8
351,1,6,0
352,0,3,4
353,1,2,15
354,0,2,13
355,1,2,8
356,0,3,14
357,1,2,5
358,1,4,0
359,1,2,8
360,1,5,12
361,1,2,8
362,0,3,14
363,1,2,8
364,1,6,3
365,1,2,17
366,0,2,8
367,1,1,8
368,1,1,8
369,1,2,8
370,1,5,7
371,1,3,3
372,0,2,8
373,0,2,12
374,1,3,5
375,1,1,9
376,0,2,12
377,1,2,8
378,1,3,8
379,1,4,4
380,1,3,3
381,1,3,6
382,1,4,3
383,1,4,20
384,1,5,4
385,1,3,7
386,1,3,16
387,1,3,9
388,1,3,12
389,0,4,7
390,0,4,7
391,1,2,8
392,1,5,7
393,1,1,8
394,1,2,20
395,1,4,12
396,1,5,3
397,1,1,8
398,1,4,12
399,1,2,12
400,0,3,20
401,0,4,1
402,1,3,3
403,1,3,12
404,0,2,4
405,0,2,1
406,1,5,0
407,1,2,3
408,1,2,8
409,1,4,20
410,0,3,6
411,1,3,0
412,1,2,0
413,1,5,0
414,1,2,4
415,1,3,0
416,0,2,8
417,0,2,12
418,0,5,19
419,1,3,17
420,1,5,0
421,0,3,4
422,1,2,9
423,1,6,12
424,0,3,10
425,1,1,8
426,1,5,0
427,1,5,2
428,1,2,8
429,1,2,8
430,1,3,15
431,1,2,10
432,1,2,9
433,1,2,6
434,0,1,8
435,1,2,3
436,0,3,20
437,0,2,12
438,0,5,20
439,0,2,20
440,1,3,12
441,1,5,18
442,1,2,8
443,1,3,16
444,0,5,17
445,1,2,7
446,1,5,0
447,1,3,20
448,1,2,9
449,1,2,13
450,0,3,0
451,1,1,8
452,1,3,20
453,1,1,8
454,1,5,12
455,1,4,20
456,1,2,18
457,0,3,16
458,1,4,18
459,1,2,8
460,0,4,12
461,1,1,8
462,0,1,8
463,0,4,1
464,1,6,7
465,1,3,12
466,1,2,8
467,1,2,3
468,1,2,3
469,1,6,0
470,1,2,4
471,1,1,8
472,1,2,8
473,1,2,8
474,1,5,5
475,1,3,4
476,1,2,8
477,0,2,8
478,1,2,12
479,1,3,0
480,1,5,11
481,1,6,11
482,0,1,8
483,1,2,15
484,1,2,8
485,0,4,0
486,1,3,0
487,1,2,3
488,1,4,18
489,1,5,12
490,0,2,6
491,0,4,7
492,1,5,0
493,1,2,3
494,0,3,20
495,1,2,3
496,0,2,8
497,1,2,8
498,1,2,7
499,1,4,4
500,1,2,20
501,1,2,8
502,1,2,8
503,0,5,7
504,0,4,7
505,0,2,12
506,1,4,4
507,0,1,7
508,1,2,10
509,1,2,20
510,1,3,12
511,1,2,8
512,1,2,12
513,1,4,20
514,1,2,4
515,1,5,10
516,0,5,13
517,1,2,8
518,0,4,7
519,1,2,12
520,1,6,1
521,1,1,8
522,1,3,3
523,0,5,20
524,1,5,0
525,0,2,20
526,1,3,10
527,1,3,13
528,1,1,8
529,0,4,20
530,1,2,3
531,0,3,16
532,1,2,8
533,1,4,13
534,1,2,8
535,0,4,0
536,1,3,3
537,1,3,3
538,1,3,15
539,0,5,20
540,1,2,3
541,0,1,8
542,1,2,8
543,1,3,15
544,0,4,12
545,1,2,18
546,1,3,5
547,1,5,0
548,1,5,7
549,1,4,15
550,0,1,8
551,1,2,4
552,1,4,12
553,1,5,0
554,1,3,15
555,0,2,0
556,0,3,0
557,0,3,7
558,0,5,7
559,1,6,5
560,1,3,8
561,1,2,3
562,0,5,20
563,0,3,13
564,1,6,11
565,1,4,8
566,1,2,8
567,1,2,9
568,1,3,0
569,1,3,0
570,1,2,0
571,1,3,6
572,1,5,0
573,1,6,11
574,1,5,0
575,1,3,10
576,1,4,5
577,0,3,8
578,1,3,20
579,1,3,0
580,1,1,8
581,1,3,12
582,1,1,8
583,1,4,3
584,1,2,8
585,1,6,13
586,1,2,8
587,1,2,12
588,0,1,8
589,1,2,17
590,1,5,0
591,0,5,13
592,1,1,8
593,0,3,0
594,1,4,0
595,1,2,4
596,1,2,6
597,1,2,12
598,0,4,10
599,0,2,8
600,1,3,4
601,0,1,6
602,0,4,12
603,1,2,4
604,1,3,0
605,1,3,3
606,1,2,4
607,0,4,1
608,1,2,12
609,0,1,8
610,1,2,8
611,1,4,13
612,1,3,0
613,0,3,10
614,1,5,0
615,1,3,0
616,1,5,15
617,0,2,7
618,0,1,8
619,1,1,8
620,0,1,7
621,1,1,8
622,1,2,4
623,0,5,0
624,1,1,8
625,1,2,4
626,1,2,15
627,1,2,3
628,1,1,19
629,0,4,12
630,0,2,1
631,0,1,8
632,1,1,8
633,1,3,4
634,1,3,3
635,1,2,12
636,1,4,0
637,1,3,12
638,1,4,3
639,0,4,13
640,1,2,8
641,1,2,8
642,0,1,8
643,1,3,15
644,1,5,11
645,1,2,4
646,0,1,8
647,1,4,0
648,1,4,3
649,1,2,8
650,1,4,3
651,1,6,11
652,1,3,12
653,1,3,5
654,0,2,8
655,0,5,1
656,1,4,0
657,0,2,19
658,1,3,4
659,1,3,0
660,1,2,8
661,1,2,4
662,1,5,13
663,1,2,12
664,1,3,3
665,1,2,20
666,1,4,20
667,1,3,13
668,0,2,7
669,1,3,12
670,1,3,18
671,1,2,4
672,0,5,20
673,1,5,0
674,0,1,8
675,1,3,12
676,1,3,4
677,1,2,12
678,1,5,0
679,0,2,8
680,1,3,17
681,0,4,10
682,1,2,4
683,1,4,13
684,1,2,8
685,0,3,13
686,1,3,0
687,0,3,1
688,0,3,20
689,1,2,12
690,1,3,16
691,1,3,0
692,1,3,3
693,0,4,1
694,1,6,4
695,1,2,7
696,1,5,12
697,1,2,12
698,0,2,4
699,1,4,12
700,1,1,8
701,0,5,13
702,1,3,12
703,1,2,0
704,0,5,13
705,0,2,8
706,1,2,8
707,0,5,13
708,0,2,14
709,1,2,12
710,1,1,8
711,0,2,8
712,0,2,8
713,0,4,12
714,1,2,3
715,1,2,18
716,0,3,20
717,1,2,18
718,1,4,18
719,0,3,12
720,0,4,20
721,0,2,9
722,0,5,14
723,1,2,5
724,1,3,5
725,1,2,8
726,0,2,20
727,1,2,8
728,1,5,5
729,1,1,8
730,0,3,15
731,0,4,0
732,0,2,12
733,0,4,12
734,0,2,12
735,0,2,1
736,0,4,7
737,1,3,4
738,1,3,18
739,1,3,18
740,0,2,0
741,1,2,7
742,1,3,8
743,1,3,4
744,1,3,10
745,1,4,7
746,1,2,3
747,1,1,12
748,1,2,20
749,1,3,12
750,1,2,20
751,0,2,12
752,1,6,11
753,1,5,16
754,0,5,13
755,0,4,0
756,0,3,19
757,1,2,8
758,1,2,8
759,0,2,8
760,0,3,12
761,1,1,8
762,1,3,20
763,1,2,15
764,0,2,0
765,1,3,8
766,1,4,12
767,1,6,3
768,1,2,20
769,1,3,5
770,1,2,8
771,1,2,8
772,1,5,7
773,1,2,8
774,1,3,8
775,1,4,5
776,1,3,13
777,1,6,4
778,1,3,8
779,1,3,8
780,1,4,4
781,1,2,8
782,0,2,6
783,1,3,10
784,1,4,20
785,1,3,3
786,0,3,3
787,0,1,8
788,1,5,20
789,1,2,12
790,1,2,18
791,1,3,0
792,1,4,4
793,1,2,8
794,1,3,0
795,1,3,4
796,0,3,7
797,0,4,12
798,0,4,7
799,0,4,20
800,1,2,4
801,1,2,7
802,1,3,20
803,1,6,20
804,1,3,0
805,0,2,12
806,1,2,10
807,0,4,1
808,1,4,16
809,0,5,10
810,0,5,12
811,0,4,0
812,1,2,18
813,0,1,8
814,1,3,12
815,1,3,12
816,1,3,12
817,1,1,8
818,1,2,13
819,1,5,20
820,1,2,8
821,1,3,3
822,0,2,13
823,1,2,6
824,1,3,12
825,1,4,3
826,1,2,6
827,0,2,3
828,1,2,13
829,1,4,7
830,1,4,4
831,1,2,12
832,1,2,18
833,1,3,7
834,1,2,12
835,0,4,5
836,1,4,6
837,0,3,6
838,1,2,8
839,0,3,9
840,1,3,6
841,1,4,2
842,1,4,7
843,1,3,13
844,1,2,3
845,1,6,2
846,1,2,17
847,1,2,8
848,1,4,3
849,0,1,8
850,1,3,18
851,1,1,12
852,1,4,20
853,1,4,7
854,0,2,8
855,1,5,13
856,0,4,10
857,0,3,20
858,1,6,0
859,0,1,12
860,0,6,11
861,0,3,8
862,1,2,5
863,1,1,8
864,1,2,4
865,1,2,6
866,1,4,12
867,1,2,15
868,1,2,4
869,1,3,8
870,1,2,8
871,1,3,5
872,0,1,8
873,0,4,20
874,1,3,15
875,0,2,8
876,1,4,12
877,1,3,12
878,0,5,0
879,0,3,20
880,1,1,8
881,1,3,10
882,1,3,3
883,1,4,13
884,1,4,3
885,0,3,12
886,1,2,8
887,0,1,8
888,1,4,15
889,1,2,18
890,1,3,8
891,0,5,20
892,1,3,12
893,1,2,8
894,1,4,0
895,0,3,13
896,1,2,7
897,1,3,12
898,1,2,14
899,1,3,12
900,1,6,11
901,1,3,5
902,0,4,6
903,1,2,0
904,0,1,8
905,1,2,12
906,1,4,13
907,0,2,12
908,0,4,13
909,0,5,0
910,1,2,1
911,0,3,7
912,1,5,12
913,1,2,8
914,0,4,12
915,1,5,9
916,1,2,3
917,0,2,8
918,1,4,15
919,1,2,12
920,0,3,6
921,0,2,8
922,0,2,20
923,1,2,8
924,1,2,12
925,0,1,16
926,1,4,9
927,1,2,4
928,1,2,8
929,1,4,15
930,0,2,15
931,1,6,0
932,1,5,0
933,1,2,8
934,1,6,3
935,1,4,2
936,1,2,12
937,1,4,0
938,0,3,18
939,0,2,8
940,1,3,20
941,1,2,8
942,0,4,13
943,1,2,8
